city,country,id,lat,lon,current_temp,current_humidity,current_clouds,current_wind
Plettenberg Bay,ZA,964712,-34.052738,23.371599,58.68,100,68,14.56
Bacungan,PH,1729456,9.91056,118.70221699999999,87.8,70,40,9.17
Qaqortoq,GL,3420846,60.716671,-46.033328999999995,39.2,86,92,4.7
San Cristobal,VE,3628473,7.766939999999999,-72.224998,77,97,20,1.14
Mersing,MY,1732826,2.4312,103.8405,84.42,100,32,4.94
Westport,IE,2960970,53.799999,-9.51667,46.4,87,40,3.36
Yenagoa,NG,2318123,4.92472,6.26417,73.71,89,64,8.19
Sisimiut,GL,3419842,66.939461,-53.6735,32.76,97,76,1.81
Terney,RU,2015352,45.050282,136.609177,63.09,71,0,7.63
Aljezur,PT,2271968,37.319148999999996,-8.8033,63.9,94,0,7.85
Divnomorskoye,RU,566157,44.50111,38.135277,78.66,71,24,4.27
Port Maria,JM,3488985,18.368489999999998,-76.88945799999999,82.4,78,20,13.87
Mao,TD,2428394,14.12116,15.3103,78.84,82,44,9.42
Saldanha,ZA,3361934,-33.011669,17.944201,57.2,87,76,5.82
Pitimbu,BR,3391889,-7.470560000000001,-34.808609000000004,71.6,88,75,5.82
Kununurra,AU,2068110,-15.766670000000001,128.733337,83.16,9,0,13.33
Tromso,NO,3133895,69.648903,18.95508,46.4,87,75,4.7
Voznesenye,RU,471160,61.010601,35.47813,66.51,66,20,17.69
Pogranichnyy,RU,2017851,44.406391,131.376938,78.39,56,12,7.85
Homer,US,4327785,32.791809,-93.055717,78.85,88,1,5.82
Orange Walk,BZ,3581514,18.08124,-88.563278,81,79,92,5.17
Matara,LK,1235846,5.94851,80.535278,78.12,100,88,9.19
Pimenta Bueno,BR,3924908,-11.6725,-61.193611,72.72,68,68,2.15
Yarmouth,CA,6185217,43.83345,-66.11556999999999,50,76,5,5.82
Palafrugell,ES,3114567,41.917381,3.1631,73.4,69,0,1.12
Riyadh,SA,108410,24.687731,46.721851,96.8,14,0,5.82
Hasaki,JP,2112802,35.73333,140.833328,77.11,60,75,13.87
Geraldton,AU,2070998,-28.76667,114.599998,69.8,46,20,4.7
Thomaston,US,4226364,32.888191,-84.32659100000001,75.2,88,0,6.93
Ferrenafe,PE,3697033,-6.638889999999999,-79.788887,64.4,88,90,9.17
Chegutu,ZW,894239,-18.130211,30.140739,59.22,78,0,6.17
Baruun-Urt,MN,2032614,46.680561,113.27916699999999,83.16,39,32,8.75
Sayyan,YE,70979,15.17177,44.324421,77.76,17,12,3.71
San Patricio,MX,3985168,19.216669,-104.699997,71.55,94,12,2.26
Laguna,BR,3459094,-28.4825,-48.78083,64.17,100,12,16.35
Mastic Beach,US,5126209,40.766769000000004,-72.852051,63.37,93,90,8.05
Altay,CN,1529651,47.866669,88.11666899999999,65.25,51,0,3.15
Yadgir,IN,1252822,16.76667,77.13333100000001,77.04,92,80,8.63
Chippewa Falls,US,5248511,44.936909,-91.39292900000001,60.76,82,1,3.36
Umm Kaddadah,SD,364933,13.60169,26.687590000000004,73.62,96,88,4.61
Broome,AU,2075720,-17.966669,122.23333000000001,82.4,21,0,14.99
Korla,CN,1529376,41.75972,86.14694200000001,64.89,96,48,4.94
Jambi,ID,1642858,-1.6,103.61666899999999,90.27,67,12,4.61
Nyazepetrovsk,RU,516615,56.053059,59.602779000000005,54.36,92,68,8.41
Coihaique,CL,3894426,-45.575241,-72.066193,42.33,70,75,6.93
Thabazimbi,ZA,949683,-24.59165,27.411551,40.32,73,0,2.15
Santa Rosa,BO,3904793,-14.166670000000002,-66.88333100000001,68.94,81,68,1.48
Port Hedland,AU,2063042,-20.316669,118.566673,82.4,15,0,16.11
Nome,US,5870133,64.50110600000001,-165.40638700000002,59,62,90,12.75
Balikpapan,ID,1650527,-1.2675299999999998,116.828873,82.62,100,92,3.94
Sabang,ID,1214026,5.893330000000001,95.321388,83.79,100,32,3.94
Umm Lajj,SA,100926,25.021259,37.268501,94.59,47,0,19.48
Hami,CN,1529484,42.799999,93.449997,81.18,41,64,1.7
Traverse City,US,5012495,44.763062,-85.620628,55.76,46,1,11.43
Zigong,CN,1783745,29.341619,104.776894,82.44,87,68,4.72
Honningsvag,NO,779554,70.98209399999999,25.970369,43.83,100,100,5.28
Fort Nelson,CA,5955902,58.805328,-122.700203,68,68,75,4.7
Harer,ET,335035,9.309439999999999,42.125832,79.29,45,32,3.94
Fjerritslev,DK,2622139,57.081341,9.26643,57.33,83,0,16.24
Ibra,OM,287832,22.690571,58.533370999999995,100.71,27,0,2.82
Lamu,KE,189741,-2.27169,40.902012,76.68,96,92,14.79
Farah,AF,1142264,32.374512,62.116379,97.56,10,0,12.77
Salinopolis,BR,3389822,-0.61361,-47.35611,80.46,98,36,11.77
Palu,ID,1633034,-0.8917,119.87069699999999,84.33,80,48,1.7
Kushalgarh,IN,1265452,23.19899,74.450737,96.39,45,12,11.65
Ndola,ZM,901344,-12.95867,28.636589,60.3,66,76,10.09
Verkh-Tula,RU,1487241,54.8839,82.776199,78.8,61,0,8.95
Vilcun,CL,3868210,-38.650002,-72.23333000000001,28.62,74,68,1.92
Banhigan,PH,1727201,9.85902,123.38925900000001,89.6,66,40,9.17
Inhambane,MZ,1045114,-23.865,35.383331,66.2,100,0,1.7
Kiruna,SE,605155,67.855721,20.22513,46.4,87,88,11.41
Tera,NE,2438855,14.007760000000001,0.7530600000000001,77.94,71,20,10.31
Shimoda,JP,1852357,34.666672,138.949997,77,65,75,14.99
Lahaina,US,5849996,20.87833,-156.682495,75.88,78,1,17.22
Gordeyevka,RU,560191,52.956902,31.970301,75.24,71,56,15.35
Road Town,VG,3577430,18.41667,-64.61666899999999,80.6,74,20,6.93
Beysehir,TR,321191,37.677349,31.724581,64.17,93,0,3.49
Ranchuelo,CU,3542744,22.37722,-80.148888,74.3,88,20,2.24
Sokolo,ML,2450849,14.7328,-6.1219,77.49,54,0,10.42
Kuntaur,GM,2412778,13.666670000000002,-14.883329999999999,73.08,86,88,11.88
Baker City,US,5712169,44.774871999999995,-117.83438100000001,60.8,77,1,3.36
Iqaluit,CA,5983720,63.750591,-68.514488,35.6,98,90,12.75
Egvekinot,RU,4031742,66.316673,-179.166672,56.25,31,0,4.72
Bolobo,CD,2316748,-2.16667,16.23333,70.65,95,8,1.59
Aloleng,PH,1731298,16.130699,119.782402,83.7,100,64,5.95
Casas Grandes,MX,4015076,30.366671000000004,-107.949997,64.8,45,0,2.48
Clinton,US,4351871,38.76511,-76.898308,73.17,78,90,10.29
Baherden,TM,162158,38.436240999999995,57.431580000000004,87.39,37,0,6.17
Punalur,IN,1259243,9.0,76.933327,80.6,83,75,6.93
Tilichiki,RU,2120591,60.466671,166.100006,55.8,75,0,5.17
Nelidovo,RU,522775,56.22106899999999,32.777382,73.44,64,80,19.71
Betare Oya,CM,2234339,5.6,14.083329999999998,66.24,100,88,3.94
Suntar,RU,2015913,62.14444,117.63194299999999,71.82,58,36,3.94
Boende,CD,218680,-0.21666999999999997,20.866671,68.76,100,92,3.04
Semey,KZ,1519422,50.41111,80.227501,87.57,34,0,9.53
Najran,SA,103630,17.492399,44.127659,89.6,13,0,9.17
Ponta Delgada,PT,3372783,37.73333,-25.66667,62.6,93,40,8.05
Chiredzi,ZW,893485,-21.049999,31.66667,59.49,85,0,2.93
Codajas,BR,3664525,-3.83667,-62.056938,72,96,36,1.92
Hirara,JP,1862505,24.799999,125.28333300000001,86.92,79,75,19.46
Tangping,CN,1793364,22.02647,111.93228899999998,85.59,79,68,9.75
Olinda,BR,3393536,-8.00889,-34.855282,78.8,61,20,12.75
Maputo,MZ,1040652,-25.965281,32.589169,64.4,82,0,8.05
Kuteynykove,UA,703537,47.812271,38.288219,85.77,24,0,9.98
Puerto Baquerizo Moreno,EC,3652758,-0.9,-89.599998,72.36,100,68,10.98
Lima,PE,3936456,-12.04318,-77.02823599999999,50.94,80,8,1.36
Trairi,BR,3386177,-3.2777800000000004,-39.26889,80.82,99,12,21.72
Conde,BR,3465713,-11.81361,-37.610561,76.05,84,100,6.96
Calvia,ES,2520493,39.565701000000004,2.50621,73.4,73,0,2.24
Srandakan,ID,1626493,-7.938610000000001,110.250557,82.53,75,80,8.97
Marsh Harbour,BS,3571913,26.541240999999996,-77.063599,82.44,100,0,9.31
Cidreira,BR,3466165,-30.181109999999997,-50.205559,53.64,89,20,10.87
